Camp,Country,Longitude,Latitude,DatePublished,Source,URL,Individuals,Households,Male_0_4,Male_5_11,Male_12_17,Male_60,Female_0_4,Female_5_11,Female_12_17,Female_18_59,Female_60,Eritrean,Ethiopian,Somali,Sudanese,Ugandan
Dagahaley,Kenya,40.2881,0.191389,11/2/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=560.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%202nd%20Nov%202011%20Ext.pdf",124727,36627,12806,17253,8280,1973,12642,16220,7267,25492,2165,52,5058,119543,71,3
Hagadera,Kenya,40.35,0.001111,11/2/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=560.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%202nd%20Nov%202011%20Ext.pdf",140820,44459,13310,16731,10110,2351,12643,15755,8274,30660,2495,,3665,137145,2,4
Ifo,Kenya,40.3131,0.108611,11/2/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=560.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%202nd%20Nov%202011%20Ext.pdf",123083,40777,11383,14653,8466,2222,11157,13927,7122,26553,2332,5,8730,113144,929,62
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,11/2/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=560.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%202nd%20Nov%202011%20Ext.pdf",27567,6629,3716,4180,1651,411,3586,3790,1253,4987,428,,136,27431,,
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,11/2/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=560.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%202nd%20Nov%202011%20Ext.pdf",10188,2188,1353,1685,651,122,1273,1430,472,1787,158,,46,10142,,
Dagahaley,Kenya,40.2881,0.191389,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",124703,36621,12790,17252,8286,1973,12624,16237,7266,25486,2165,52,5068,119509,71,3
Hagadera,Kenya,40.35,0.001111,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",140770,44437,13283,16746,10111,2351,12620,15761,8277,30658,2496,,3664,137096,2,4
Ifo,Kenya,40.3131,0.108611,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",122984,40760,11351,14654,8466,2222,11131,13925,7123,26531,2332,5,8735,113039,929,62
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",27561,6629,3716,4179,1650,411,3585,3789,1252,4987,428,,136,27425,,
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",37203,9337,5148,5474,2055,541,4785,4934,1599,6979,625,,446,36756,1,
Kambioos,Kenya,40.393056,-0.044167,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",10213,2188,1357,1689,655,122,1273,1434,476,1790,158,,46,10167,,
Dagahaley,Kenya,40.2881,0.191389,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",124701,36619,12780,17257,8291,1973,12618,16241,7268,25486,2165,52,5071,119504,71,3
Hagadera,Kenya,40.35,0.001111,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",140767,44437,13281,16744,10115,2496,12610,15764,8281,30655,2496,,3661,137096,2,4
Ifo,Kenya,40.3131,0.108611,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",122987,40754,11353,14659,8467,2221,11129,13927,7128,26528,2332,5,8739,113038,929,62
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",27561,6629,3716,4179,1650,411,3585,3789,1252,4987,428,,136,27425,,
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",37193,9335,5147,5473,2054,541,4784,4932,1598,6977,626,,446,36746,1,
Kambioos,Kenya,40.393056,-0.044167,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",10213,2188,1357,1689,655,122,1273,1434,476,1790,158,,46,10167,,
Melkadida,Ethiopia,41.703053,4.523053,11/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=563.pdf&name=Dollo_Ado_Population_Statistics_2%20Nov.pdf,40155,9919,5693,6273,2158,424,5505,6014,2154,7653,431,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=563.pdf&name=Dollo_Ado_Population_Statistics_2%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=563.pdf&name=Dollo_Ado_Population_Statistics_2%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=563.pdf&name=Dollo_Ado_Population_Statistics_2%20Nov.pdf,25100,5942,3421,3830,1387,281,3328,3790,1267,4791,275,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=575.pdf&name=Dollo_Ado_Population_Statistics_Nov%204.pdf,40155,9919,5693,6273,2158,424,5505,6014,2154,7653,431,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=575.pdf&name=Dollo_Ado_Population_Statistics_Nov%204.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=575.pdf&name=Dollo_Ado_Population_Statistics_Nov%204.pdf,25100,5942,3421,3830,1387,281,3328,3790,1267,4791,275,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=576.pdf&name=Dollo%20Ado%20Population%20Statistics%207%20Nov.pdf,40255,9925,4934,6794,2381,432,4757,6528,2333,7746,433,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=576.pdf&name=Dollo%20Ado%20Population%20Statistics%207%20Nov.pdf,37855,9497,4500,6130,2497,405,4508,5876,2140,7332,382,,,,,
Kobe,Ethiopia,41.7469,4.481,11/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=576.pdf&name=Dollo%20Ado%20Population%20Statistics%207%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=576.pdf&name=Dollo%20Ado%20Population%20Statistics%207%20Nov.pdf,25100,5942,3421,3830,1387,281,3328,3790,1267,4791,275,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=578.pdf&name=Dollo%20Ado%20Population%20Statistics%209%20Nov.pdf,40155,9919,5693,6273,2158,424,5505,6014,2154,7653,431,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=578.pdf&name=Dollo%20Ado%20Population%20Statistics%209%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=578.pdf&name=Dollo%20Ado%20Population%20Statistics%209%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=578.pdf&name=Dollo%20Ado%20Population%20Statistics%209%20Nov.pdf,25100,5943,3421,3830,1387,281,3328,3789,1268,4791,275,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=584.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Nov.pdf,40155,9919,5693,6273,2158,424,5505,6014,2154,7653,431,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=584.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=584.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=584.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Nov.pdf,25100,5943,3421,3830,1387,281,3328,3789,1268,4791,275,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/10/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=583.pdf&name=Dollo%20Ado%20Population%20Statistics%2010%20Nov.pdf,40155,9919,5693,6273,2158,424,5505,6014,2154,7653,431,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/10/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=583.pdf&name=Dollo%20Ado%20Population%20Statistics%2010%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/10/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=583.pdf&name=Dollo%20Ado%20Population%20Statistics%2010%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/10/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=583.pdf&name=Dollo%20Ado%20Population%20Statistics%2010%20Nov.pdf,25100,5943,3421,3830,1387,281,3328,3789,1268,4791,275,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=587.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=587.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=587.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=587.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=588.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=588.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=588.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=588.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=592.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=592.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=592.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=592.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/17/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=594.pdf&name=Dollo%20Ado%20Population%20Statistics%2017%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/17/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=594.pdf&name=Dollo%20Ado%20Population%20Statistics%2017%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/17/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=594.pdf&name=Dollo%20Ado%20Population%20Statistics%2017%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/17/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=594.pdf&name=Dollo%20Ado%20Population%20Statistics%2017%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,10/9/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=465.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%209th%20Oct%202011.pdf",36853,9247,5083,5427,2039,537,4730,4897,1589,6908,622,,439,36413,1,
Kobe,Ethiopia,41.7469,4.481,8/13/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=191.xls&name=Dollo%20Ado%20Population%20Statistics_13%20Aug%202011.xls,25284,5661,3301,4998,2481,145,3153,4534,3695,1732,109,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/13/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=191.xls&name=Dollo%20Ado%20Population%20Statistics_13%20Aug%202011.xls,7352,1617,942,1518,730,31,848,1378,1147,443,19,,,,,
Melkadida,Ethiopia,41.703053,4.523053,10/18/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=518.pdf&name=Dollo_Ado_Population_Statistics_18_Oct_2011.pdf,40065,9905,5651,6275,2155,425,5460,6018,2157,7653,431,,,,,
Kobe,Ethiopia,41.7469,4.481,10/18/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=518.pdf&name=Dollo_Ado_Population_Statistics_18_Oct_2011.pdf,25687,5851,3393,4051,1413,390,3210,3704,1195,4842,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,10/18/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=518.pdf&name=Dollo_Ado_Population_Statistics_18_Oct_2011.pdf,24816,5869,3381,3798,1363,277,3293,3743,1243,4747,262,,,,,
Dagahaley,Kenya,40.2881,0.191389,11/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=603.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%2020th%20Nov%202011.pdf",124701,36619,12775,17261,8292,1973,12615,16243,7269,25486,2165,52,5070,119505,71,3
Hagadera,Kenya,40.35,0.001111,11/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=603.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%2020th%20Nov%202011.pdf",140767,44437,13278,16745,10116,2352,12606,15765,8284,30655,2496,,3664,137093,2,4
Ifo,Kenya,40.3131,0.108611,11/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=603.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%2020th%20Nov%202011.pdf",122987,40754,11349,14661,8469,2221,11126,13929,7129,26528,2332,5,8739,113038,929,62
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,11/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=603.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%2020th%20Nov%202011.pdf",27561,6629,3716,4179,1650,411,3585,3789,1252,4987,428,,136,27425,,
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,11/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=603.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%2020th%20Nov%202011.pdf",37193,9335,5147,5473,2054,541,4784,4932,1598,6977,626,,446,36746,1,
Helawein,Ethiopia,41.8622,4.369878,11/21/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=608.pdf&name=Dollo%20Ado%20Population%20Statistics%2021%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/22/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=613.pdf&name=Dollo%20Ado%20Population%20Statistics%2022%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/22/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=613.pdf&name=Dollo%20Ado%20Population%20Statistics%2022%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/22/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=613.pdf&name=Dollo%20Ado%20Population%20Statistics%2022%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/22/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=613.pdf&name=Dollo%20Ado%20Population%20Statistics%2022%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=614.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=614.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=614.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Nov.pdf,25859,5908,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=614.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Nov.pdf,25491,6065,3471,3878,1415,286,3372,3837,1305,4852,282,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=617.pdf&name=Dollo%20Ado%20Population%20Statistics%2024%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=617.pdf&name=Dollo%20Ado%20Population%20Statistics%2024%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=617.pdf&name=Dollo%20Ado%20Population%20Statistics%2024%20Nov.pdf,25859,5908,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=617.pdf&name=Dollo%20Ado%20Population%20Statistics%2024%20Nov.pdf,25491,6065,3471,3878,1415,286,3372,3837,1305,4852,282,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/25/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=622.pdf&name=Dollo%20Ado%20Population%20Statistics%2025%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/25/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=622.pdf&name=Dollo%20Ado%20Population%20Statistics%2025%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,
Kobe,Ethiopia,41.7469,4.481,11/25/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=622.pdf&name=Dollo%20Ado%20Population%20Statistics%2025%20Nov.pdf,25859,5908,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/25/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=622.pdf&name=Dollo%20Ado%20Population%20Statistics%2025%20Nov.pdf,25491,6065,3471,3878,1415,286,3372,3837,1305,4852,282,,,,,
Melkadida,Ethiopia,41.703053,4.523053,11/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=623.pdf&name=Dollo%20Ado%20Population%20Statistics%2026%20Nov.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=623.pdf&name=Dollo%20Ado%20Population%20Statistics%2026%20Nov.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,11/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=623.pdf&name=Dollo%20Ado%20Population%20Statistics%2026%20Nov.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=623.pdf&name=Dollo%20Ado%20Population%20Statistics%2026%20Nov.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
